1 (5)	Sir James Dyson and family	£16.2bn	£3.6bn	Household goods and Technology
429= (775=)	Greg Skinner	£304m	£152m	Hedge fund
429= (485=)	Martin Andersson	£304m	£48m	Finance
429= (410=)	Simon Borrows	£304m	£9m	Finance
429= (775=)	Suneil Setiya	£304m	£152m	Finance
435 (554=)	Sir Richard Sutton and family	£301m	£83m	Land
436= (470=)	Bernard Rees Smith	£300m	£35m	Healthcare and Property
436= (431=)	Duncan Bannatyne	£300m	No change	Fitness clubs and Hotels
436= (424=)	Firoz Kassam	£300m	£5m	Hotels and Property
436= (443)	James and Selina Hopkins	£300m	£7m	Construction
436=	Jeffrey Smith	£300m	New entry	Property
436= (431=)	John Charman	£300m	No change	Insurance
436= (374=)	Lord Palumbo	£300m	£50m	Entertainment
436= (475=)	Robert Barnett and family	£300m	£38m	Food distribution and Packaging
436= (431=)	Sir Harry Djanogly and family	£300m	No change	Textiles
436= (424=)	Sir Paul Ruddock	£300m	£5m	Hedge fund
436= (431=)	Terry Smith	£300m	No change	Finance
447 (174=)	James Benamor	£299m	£501m	Finance
448 (316)	Charles Rolls	£298m	£125m	Drinks
449 (390=)	Tony Pidgley	£295m	£40m	Construction
450 (322)	Andrew Page	£293m	£120m	Software
451= (440)	Andrew and Christina Brownsword	£290m	£7m	Greetings cards and Hotels
451= (490=)	Andrew Hill and family	£290m	£40m	Construction
451= (405=)	Jonathan Milner	£290m	£25m	Biotechnology
451= (429=)	Theo Paphitis	£290m	£11m	Stationery and Lingerie
455 (452=)	David Hood	£287m	£4m	Electronics and Aviation
456= (522=)	Alasdair Locke	£286m	£56m	Oil services
456= (448=)	Bruce Craig	£286m	£3m	Pharmaceuticals
458= (442)	Alan Lewis	£285m	£9m	Investment
458= (451)	Lord Zac and Lady Annabel Goldsmith and family	£285m	£1m	Inheritance
458= (444=)	Peter Davies	£285m	£5m	Hedge fund
458= (460=)	Sir Mick Jagger	£285m	£10m	Music
462 (452=)	Dean and Janet Hoyle	£284m	£1m	Greetings cards
463= (441)	Hilton Nathanson	£281m	£15m	Hedge fund
463= (478=)	Tony Brotherton-Ratcliffe and Diana Jones and family	£281m	£21m	Construction and Property
465= (348=)	Ayman Asfari and family	£280m	£100m	Oil services
465= (455=)	Bart Becht	£280m	No change	Cleaning products
465= (455=)	Charles Wilson	£280m	No change	Cash and carry
465= (463)	Greg Coffey	£280m	£7m	Hedge fund
465= (587=)	Lisa and Tony Wilkinson and family	£280m	£75m	Retailing
470 (569=)	John Jakes	£279m	£69m	Lifts
471 (488=)	David Clowes	£277m	£25m	Property
472= (454)	Lord Heseltine and family	£276m	£5m	Media
472= (473)	Max and Stephen Griggs	£276m	£12m	Footwear
474= (464=)	Amal and George Clooney	£275m	£5m	Drinks, Films and Law
474= (474)	Ed and Catherine Wray	£275m	£12m	Gambling
474= (490=)	Paul and Johnny Caddick and family	£275m	£25m	Construction and Rugby
474= (455=)	Stuart Roden	£275m	£5m	Hedge fund
478 (478=)	Bill Robertson and family	£273m	£13m	Construction
479= (537=)	Tom Martin and family	£272m	£49m	Property
479= (419=)	Vernon and Shirley Hill	£272m	£35m	Finance
481= (478=)	Keith Richards	£270m	£10m	Music
481= (464=)	Mike Clare	£270m	No change	Bedding and Investment
481= (490=)	Olivia and Dhani Harrison	£270m	£20m	Inheritance
481= (464=)	Richard, Desmond and Eleanor Maybury	£270m	No change	Travel
481= (460=)	Sacha Mascolo-Tarbuck and Christian Mascolo and family	£270m	£5m	Hairdressing
481= (569=)	Steve Gibson	£270m	£60m	Transport
481= (444=)	The Walduck family	£270m	£20m	Hotels
488 (359=)	Sir Martin Sorrell	£269m	£99m	Advertising
489 (469)	Edward Atkin and family	£267m	No change	Babycare products
490 (485=)	James Vernon	£266m	£10m	Hedge fund
491= (507=)	Danny Sawrij	£265m	£25m	Waste services
491= (470=)	Sir Malcolm Walker and family	£265m	No change	Frozen food
493 (507=)	Dai and Richard Walters	£264m	£24m	Construction and Mining
494 (542=)	Eva Hamren-Larsson	£263m	£43m	Inheritance
495= (475=)	James Watt	£262m	No change	Drinks
495= (241)	Tony Fernandes	£262m	£325m	Aviation
497= (516=)	Charles Wigoder and family	£260m	£24m	Telecoms and Utilities
497= (487)	Mike Edge	£260m	£5m	Finance
497= (599=)	Niall Wall	£260m	£57m	Packaging
497= (507=)	Sir Ringo Starr	£260m	£20m	Music
501= (490=)	Bakir Cola and family	£259m	£9m	Hotels
501= (504=)	Bill, Tim and Polly Gredley and family	£259m	£18m	Property and Horseracing
501= (520=)	David Mabey and family	£259m	£28m	Construction
501= (470=)	Guy and Julia Hands	£259m	£6m	Finance and Hotels
505 (490=)	Steven Ferguson	£256m	£6m	Oil services and Gas services
506 (502=)	Joel and Danny Wyler	£255m	£13m	Investment
507 (423)	Oliver Cookson	£254m	£52m	Health supplements
508= (490=)	Gordon Sanders and family	£253m	£3m	Care homes
508= (522=)	The Duke of Buccleuch and family	£253m	£23m	Land and Art
510 (504=)	Gary Widdowson	£251m	£10m	Scrap metal and Property
511= (374=)	David Blood	£250m	£100m	Finance
511= (490=)	Graeme and Yvonne Brooks	£250m	No change	Aviation
511= (490=)	Michael Gooch and family	£250m	No change	Finance
511= (490=)	Michael Gregory	£250m	No change	Engineering services
511= (596=)	Paddy McKillen and family	£250m	£46m	Property
511= (490=)	Rodger Dudding	£250m	No change	Property
511= (483)	Viscount Astor and family	£250m	£8m	Property and Retailing
518= (478=)	Alex Langsam	£248m	£12m	Hotels
518= (504=)	John Apthorp and family	£248m	£7m	Food and Wine
518= (428)	Steven Lamprell	£248m	£54m	Oil services
521 (507=)	Lord Brownlow	£247m	£7m	Business services
522 (507=)	Ted Fort	£245m	£5m	Engineering
523 (490=)	Sir Paul and Lady Smith	£242m	£8m	Fashion
524 (502=)	Paul Newey	£241m	£1m	Finance
525 (507=)	David Reiss and family	£240m	No change	Fashion
526= (519)	Duncan Sinclair and family	£238m	£5m	Property
526= (431=)	Mark Watkin Jones and family	£238m	£62m	Construction
528 (515)	Pierre Lagrange	£237m	£2m	Hedge fund and Fashion
529 (564=)	David and Heather Stevens	£236m	£24m	Insurance
530= (458)	Hugh Osmond	£232m	£46m	Hospitality and Insurance
530= (518)	Sir John Ritblat and family	£232m	£2m	Property
532 (529=)	Sir Stanley and Peter Thomas	£231m	£3m	Food, Property and Transport
533= (540)	Malcolm Walker and family	£230m	£8m	Plumbing and Internet retailing
533= (754=)	Martin Mills	£230m	£72m	Music
533= (522=)	Neil Taylor and family	£230m	No change	Games, Investment and Property
533= (522=)	Victor Chandler	£230m	No change	Gambling
537= (529=)	Martin Dickie	£228m	No change	Drinks
537= (533=)	The Duke of Richmond and Gordon and family	£228m	£2m	Land and Art
537= (532)	The Slowe family	£228m	£1m	Property
540= (535=)	Alan Tribe	£225m	No change	Retailing
540= (556=)	Nicolas Walewski	£225m	£10m	Hedge fund
540= (542=)	Sebastian Knutsson	£225m	£5m	Games
540= (731=)	Stuart Powers	£225m	£65m	Hedge fund
540= (562)	Vipul Thakrar and family	£225m	£11m	Food
545= (652=)	Joe Hemani	£224m	£37m	Business services
545= (652=)	Lewis Hamilton	£224m	£37m	Motor racing
545= (507=)	Viscount Cowdray and the Pearson family	£224m	£16m	Media and Land
548= (537=)	Gareth Williams	£223m	No change	Internet
548= (556=)	Nigel Piercey and family	£223m	£8m	Medical supplies
548= (522=)	Noel Hayden	£223m	£7m	Gambling
551= (535=)	Chris Levett	£222m	£3m	Hedge fund
551= (541)	Eric Herd and family	£222m	£1m	Frozen food
551= (596=)	Keith Black and family	£222m	£18m	Clothing and Fashion
554 (629=)	Robert Senior	£221m	£26m	Business services
555= (542=)	David Babai	£220m	No change	Travel
555= (564=)	Lord Alli	£220m	£8m	Media and Fashion
555= (569=)	Mark Steinberg	£220m	£10m	Property
555= (542=)	Roger Guy	£220m	No change	Finance
555= (542=)	Sir Ronald Cohen and Sharon Harel	£220m	No change	Finance and Films
555= (569=)	Terence Cole	£220m	£10m	Property
555= (606=)	Tom O'Brien and family	£220m	£20m	Construction
562= (542=)	Rory Sweet	£219m	£1m	Computers
562= (484)	Sanjay Vadera and family	£219m	£38m	Perfume
564 (554=)	Moni Varma	£218m	No change	Food
565= (537=)	Alexander Marr and family	£217m	£6m	Fisheries
565= (587=)	Graham Peacock	£217m	£12m	Fuel distribution
567 (529=)	Norman Springford and family	£216m	£12m	Hotels
568= (556=)	Julian Metcalfe	£215m	No change	Sandwiches and Restaurants
568= (719=)	Kirti Patel and family	£215m	£50m	Pharmaceuticals
568= (587=)	Peter FitzGerald and family	£215m	£10m	Pharmaceuticals
568= (556=)	The Marquess of Bath	£215m	No change	Land and Art
572 (520=)	Rod and Sheila Flavell	£214m	£17m	Business services
573= (564=)	Eoin McCann and family	£213m	£1m	Construction
573= (569=)	Loïc Féry	£213m	£3m	Hedge fund
573= (599=)	William Lloyd and family	£213m	£10m	Animal feed and Poultry
576 (768=)	Chai Patel	£212m	£58m	Healthcare
577= (569=)	Assem Allam and family	£210m	No change	Generators
577= (569=)	Catherine Zeta-Jones and Michael Douglas	£210m	No change	Films
577= (637=)	Koolesh Shah and family	£210m	£18m	Hotels
577= (569=)	Martin Ainscough and family	£210m	No change	Construction equipment
577= (569=)	Richard Beattie	£210m	No change	Loyalty cards and Yachts
582 (583=)	Heinrich Feldman and family	£209m	No change	Property
583= (627)	Anwar and Yakub Patel	£208m	£10m	Pharmacies
583= (553)	Keith Bradshaw and family	£208m	£11m	Car sales and Care homes
583= (585=)	Sir Chris Evans	£208m	No change	Biotechnology
583= (712=)	Stephen and Paul Harrison	£208m	£41m	Construction
583= (606=)	Susan Tobbell	£208m	£8m	Fuel distribution
588 (602=)	Edward McAlpine and family	£207m	£5m	Construction
589= (556=)	David Roberts and family	£206m	£9m	Property and Art
589= (731=)	Frank Hester	£206m	£46m	Software
589= (596=)	Michael Flatley	£206m	£2m	Entertainment
589= (583=)	Sir Colin Giltrap	£206m	£3m	Car sales
593= (587=)	Gavyn Davies and Baroness Susan Nye	£205m	No change	Finance
593= (606=)	Lord Archer	£205m	£5m	Novels
593= (587=)	Mayank Patel	£205m	No change	Foreign exchange
593= (637=)	Sir Jonathan Ive	£205m	£13m	Computers
593= (587=)	Sir Peter Harrison and family	£205m	No change	Computers
593= (587=)	William de Winton	£205m	No change	Hedge fund
599 (637=)	Robert Jelley and family	£204m	£12m	Construction
600 (606=)	Sir John Mactaggart and family	£203m	£3m	Property
601= (606=)	Elisabeth Salina Amorini	£202m	£2m	Business services
601= (775=)	Leonard Russell and family	£202m	£50m	Spirits and Brewing
601= (606=)	Nick Rodwell and Fanny Vlamynck	£202m	£2m	Books
601= (602=)	Peter Gadsby	£202m	No change	Construction
601= (542=)	Sir Michael Bibby and family	£202m	£18m	Shipping and Finance
606= (568)	Andrew and Linda Leaver	£201m	£10m	Pharmaceuticals
606= (606=)	Jeremy Isaacs	£201m	£1m	Commodities
606= (585=)	Penny Streeter and family	£201m	£7m	Recruitment
606= (629=)	Robin Clark and family	£201m	£6m	Property
610= (775=)	Adam Norris	£200m	£48m	Finance
610= (606=)	Alan Wells and family	£200m	No change	Opticians
610= (606=)	Arthur Landon	£200m	No change	Inheritance
610= (787=)	Chris Rea	£200m	£50m	Engineering
610= (606=)	Dame Janet de Botton and family	£200m	No change	Art and Inheritance
610= (606=)	David Crossland and family	£200m	No change	Travel and Investment
610= (731=)	Ed Sheeran	£200m	£40m	Music
610= (629=)	Ewan Kirk	£200m	£5m	Hedge fund
610= (319)	Gabriella di Nora and the Gosling family	£200m	£221m	Inheritance
610= (606=)	Geoffrey Kent	£200m	No change	Travel
610= (606=)	Hugh Willis	£200m	No change	Hedge fund
610= (563)	Iqbal Ahmed and family	£200m	£13m	Food
610= (606=)	Jonathan Reeves	£200m	No change	Computers
610= (542=)	Michael and Chris Miller	£200m	£20m	Property and Industry
610= (970=)	Noel and Valerie Moran	£200m	£78m	Finance
610= (606=)	Ratheesan Yoganathan	£200m	No change	Telecoms
610= (843=)	Simon Dolan	£200m	£58m	Business services
610= (641=)	Sir Rod Stewart	£200m	£10m	Music
610= (606=)	Steven Blakey	£200m	No change	Finance
610= (606=)	Sting	£200m	No change	Music
610= (657=)	Trifon Natsis	£200m	£15m	Hedge fund
631= (542=)	Mark Neale	£199m	£21m	Clothing
631= (692=)	Roger Wickens and family	£199m	£25m	Property
633= (625=)	Barrie Haigh	£198m	£1m	Pharmaceuticals and Farming
633= (606=)	Lord Glendonbrook	£198m	£2m	Aviation
633= (650)	Michele Harriman-Smith and George Smith and family	£198m	£9m	Internet retailing
636= (569=)	Dave Whelan and family	£197m	£13m	Football and Sports equipment
636= (641=)	Nik and Monisha Kotecha and family	£197m	£7m	Pharmaceuticals
638= (629=)	Angus Ball	£196m	£1m	Insurance
638=	Debbie Bestwick	£196m	New entry	Games
640= (760=)	Andrew Staley	£195m	£40m	Finance
640= (702)	Douglas Woolf and family	£195m	£24m	Property
640= (661=)	Julie Conlon and family	£195m	£11m	Business services and Inheritance
640= (629=)	Michael Sherwood	£195m	No change	Finance
640= (629=)	Nigel Blackwell and family	£195m	No change	Books
645= (661=)	Anthony, Patrick, Thomas and Liam Smyth	£194m	£10m	Retailing
645= (606=)	Neil Utley	£194m	£6m	Insurance
645= (641=)	Phil Cronin and family	£194m	£4m	Bingo
645= (652=)	Sir Martin Laing and family	£194m	£7m	Property and Construction
649= (676=)	Peter Horton and family	£193m	£14m	Property
649=	Richard Dick and family	£193m	New entry	Property
651= (604=)	Anders Hedlund and family	£192m	£9m	Stationery and Property
651= (656)	George and Daphne Burnett	£192m	£6m	Construction equipment
653 (569=)	The Goodliffe family	£191m	£19m	Business services
654= (641=)	Alan Murphy	£190m	No change	Paper products and Property
654= (731=)	Brian May	£190m	£30m	Music
654= (703=)	Ged Mason	£190m	£20m	Recruitment
654= (667=)	Irving Weaver	£190m	£10m	Construction
654= (641=)	John King	£190m	No change	Pharmaceuticals
654= (641=)	Roger Waters	£190m	No change	Music
654= (569=)	Sir John Timpson and family	£190m	£20m	Shoe repairs and Key-cutting
654= (787=)	Tim Mead and family	£190m	£40m	Food
662 (667=)	Martin George and family	£189m	£9m	Food
663= (694=)	Amin Tejani and family	£188m	£15m	Paper products
663= (587=)	Roger and Giles Bracewell	£188m	£17m	Pet food
663= (651)	The Duke of Marlborough	£188m	No change	Land and Art
666 (459)	Dominic Silvester	£187m	£90m	Insurance
667= (636)	Andrew Goodsell	£186m	£7m	Insurance and Travel
667= (698=)	Anthony Preston and family	£186m	£14m	Pet shops
667= (694=)	James Hook and family	£186m	£13m	Poultry
670= (719=)	David and Lucy Wernick and family	£185m	£20m	Construction and Fashion
670= (641=)	Derek Coates	£185m	£5m	Vitamins and Aviation
670= (657=)	George Robinson	£185m	No change	Hedge fund
670= (684=)	Robbie Williams	£185m	£10m	Music
674= (920=)	Antony and Richard Joseph	£184m	£56m	Household goods
674= (657=)	Jon Moulton	£184m	£1m	Finance
674= (663=)	Michael Wright and family	£184m	£2m	Travel
674= (667=)	William and Thomas Gatacre	£184m	£4m	Retailing
678= (731=)	Douglas and Iain Anderson	£183m	£23m	Plant hire
678= (663=)	Jeremy Peace	£183m	£1m	Football
680= (663=)	Charles Davies	£182m	No change	Finance
680= (891=)	David Braben and Wendy Irvin-Braben	£182m	£50m	Games
680= (604=)	Julian Dunkerton	£182m	£19m	Fashion
680= (676=)	Michael and Chester Hunt and family	£182m	£3m	Car sales and Property
684 (694=)	David McMullen and family	£181m	£8m	Brewing
685= (641=)	Ben and Jos White	£180m	£10m	Technology
685= (719=)	Calvin Harris	£180m	£15m	Music
685= (667=)	Hugh Sloane	£180m	No change	Hedge fund
685= (851=)	Jack and Jim Dobson	£180m	£40m	Meat
685= (667=)	Julie Heselden and family	£180m	No change	Defence equipment
685= (667=)	Nigel Morris	£180m	No change	Finance
685= (507=)	Richard Griffiths	£180m	£60m	Finance
685= (676=)	Sir Euan Anstruther-Gough-Calthorpe and family	£180m	£1m	Property
685= (667=)	Stephen and Peter Bond	£180m	No change	Aviation
694	Lee Wade and family	£179m	New entry	Technology
695= (719=)	Brian Scowcroft and Janet Lefton	£178m	£13m	Insurance and Property
695= (867=)	Gerald and Michael Coates and family	£178m	£41m	Logistics
695= (680=)	Tarsem Dhaliwal	£178m	No change	Frozen food
698= (637=)	Andrew Thorpe and family	£177m	£15m	Lighting
698= (542=)	Kishore Lulla and family	£177m	£43m	Media
700= (712=)	Bruce Mickel and family	£176m	£9m	Construction
700= (667=)	John Stone	£176m	£4m	Finance
700= (683)	Sir Philip Naylor-Leyland	£176m	No change	Land and Art
703= (712=)	Andrew Thirkill	£175m	£8m	Finance and Media
703= (684=)	Eric Clapton	£175m	No change	Music and Art
703= (703=)	Lord Foster	£175m	£5m	Architecture
703= (684=)	Robert Worsley	£175m	No change	Land
703= (684=)	Stephen Zinser	£175m	No change	Finance
708 (888=)	Derek Keys	£174m	£41m	Auctions
709= (684=)	Douglas Park and family	£173m	£2m	Transport and Car sales
709= (666)	John Carey and family	£173m	£8m	Construction
709= (694=)	Keith Morris	£173m	No change	Insurance
712= (731=)	Mark Hunter	£172m	£12m	Software
712= (684=)	Robert Carter and family	£172m	£3m	Construction
712= (652=)	Sir Peter Vardy and family	£172m	£15m	Car sales
712= (719=)	Stuart Dawson and family	£172m	£7m	Property
716= (676=)	Charles Montanaro and family	£171m	£8m	Finance
716= (703=)	Joe Walker and family	£171m	£1m	Biscuits
716= (703=)	Michael MacDonald	£171m	£1m	Engineering
716= (635)	Simon Clarke and the Leavesley family	£171m	£23m	Property
716= (900=)	Stephen Cameron and family	£171m	£41m	Pharmaceuticals
716= (731=)	The Dhamecha family	£171m	£11m	Cash and carry and Property
722= (731=)	Andrew Vincent	£170m	£10m	Software
722= (731=)	Christopher Nolan and Emma Thomas	£170m	£10m	Films
722= (703=)	Cormac and Patrick Byrne	£170m	No change	Construction
722= (754=)	John Cotton and family	£170m	£12m	Bedding
722= (667=)	Matthew Freud	£170m	£10m	Media
722= (703=)	Michael Cannon	£170m	No change	Hospitality and Food
722= (751=)	Michael Freeman	£170m	£11m	Energy services
722= (731=)	Michael Loughran and family	£170m	£10m	Fuel distribution
722= (703=)	Nick Dhandsa and family	£170m	No change	Care homes
722= (760=)	Roger Taylor	£170m	£15m	Music
722= (864=)	Rory McIlroy	£170m	£32m	Golf
722= (703=)	Sir Graham Wylie	£170m	No change	Software
722= (719=)	Sir Tom Jones	£170m	£5m	Music
722= (751=)	Stuart Monk and family	£170m	£11m	Property
736= (787=)	George and Neil Morgan and family	£169m	£19m	Electronics and Property
736= (698=)	Jonathan and Lesley Wild and family	£169m	£3m	Tea and Coffee
738= (716=)	Guy Johnson	£168m	£2m	Mobile phones
738= (731=)	Robert Tait and family	£168m	£8m	Fishing
740= (728=)	Alan Jackson	£167m	£5m	Mobile phones
740= (712=)	Jonathan Green	£167m	No change	Hedge fund
742 (716=)	Philip and Donna Berber	£166m	No change	Day trading
743= (876=)	Andrew Colin	£165m	£30m	Education
743= (760=)	Charlie Watts	£165m	£10m	Music
743= (716=)	Harry Dobson	£165m	£1m	Mining and Football
743= (787=)	Lee Biggins	£165m	£15m	Internet
743= (719=)	Lord Verjee	£165m	No change	Finance and Retailing
743= (657=)	Mark Hillery	£165m	£20m	Hedge fund
743= (959=)	Noel and Mary Sweeney	£165m	£41m	Construction
743= (914=)	Patrick Flannery and family	£165m	£36m	Plant hire
751= (828=)	Keith Dawe	£164m	£17m	Recruitment
751= (726=)	Tony and Barbara Laithwaite	£164m	£1m	Wine
753= (775=)	Jeremy Hitchins and family	£163m	£11m	Construction
753= (830=)	Paul Rooney	£163m	£17m	Estate agency
753= (698=)	Peter Stephens	£163m	£9m	Travel and Conferences
753= (726=)	Raj Sehgal and Sanjeev Mehan and family	£163m	No change	Fashion and Property
757= (731=)	Barbara Taylor Bradford	£162m	£2m	Novels
757= (775=)	Demi Chervak and family	£162m	£10m	Property
759= (728=)	Andrew Black	£161m	£1m	Gambling
759= (978=)	Paul Murphy and family	£161m	£41m	Scrap metal
759= (731=)	Philip Doye and family	£161m	£1m	Business services
759= (731=)	Sir Keith Mills	£161m	£1m	Loyalty cards
763= (731=)	Crohan O'Shea and family	£160m	No change	Construction
763= (731=)	Lord Fink	£160m	No change	Hedge fund and Hotels
763= (851=)	Nicolas and Jonathan Norton and family	£160m	£20m	Jewellery and Antiques
763= (835=)	Norman Grundon and family	£160m	£15m	Waste services
763= (876=)	Richard Russell	£160m	£25m	Music
763= (731=)	Simon Karimzadeh and family	£160m	No change	Property
763= (751=)	Walter Scott	£160m	£1m	Finance
770= (821=)	Chris Marshall and family	£159m	£10m	Property
770= (786)	Jonathan Ruffer	£159m	£8m	Finance
770= (760=)	Michael Dwan	£159m	£4m	Finance
770= (867=)	Raj Manak	£159m	£22m	Construction
774= (682)	Aaron and Tania Hillman and family	£158m	£19m	Spirits
774= (711)	Barry Hearn and family	£158m	£10m	Sports promotion
774= (756=)	Duncan Cameron	£158m	£1m	Internet
774= (772=)	Michael Cowan and family	£158m	£5m	Finance
774= (599=)	Michael Modiano and family	£158m	£45m	Textiles
774= (825=)	The Marquess of Bute	£158m	£10m	Land and Art
780= (891=)	Christopher Maughan	£157m	£25m	Clothing
780= (775=)	Sir Peter Michael	£157m	£5m	Electronics and Investment
780= (758=)	Tommy Dreelan and family	£157m	£1m	Oil services
783= (760=)	Brian and Alan Stannah and family	£156m	£1m	Lifts
783=	Jason Gissing	£156m	New entry	Internet retailing
783=	Jonathan Turner	£156m	New entry	Fuel distribution and Hospitality
783= (867=)	Mark Sheppard and family	£156m	£19m	Financial services
783= (787=)	Simon and Yu-Lin Wilson	£156m	£6m	Games
788= (775=)	Brendan Kerr and family	£155m	£3m	Demolition and Construction
788= (851=)	Michael Kent	£155m	£15m	Eggs
788= (851=)	Peter Dean and family	£155m	£15m	Eggs
788= (772=)	Sir Tim Rice	£155m	£2m	Music
788= (787=)	The Simpson family	£155m	£5m	Property
793= (684=)	Alan McIntosh	£153m	£22m	Finance
793= (731=)	Darren Ridge	£153m	£7m	Telecoms
793= (897=)	Harry Banks and family	£153m	£22m	Mining
793= (772=)	Michael Chambers	£153m	No change	Publishing
793= (775=)	Sir Robert Ogden	£153m	£1m	Property
793= (775=)	Tom Cross and family	£153m	£1m	Oil, Gas and Property
799= (787=)	Brenda Salters and family	£152m	£2m	Food and Drink distribution
799= (787=)	Joe Sloan and family	£152m	£2m	Food and Drink distribution
799=	Seamus and Daniella Shields	£152m	New entry	Construction
802= (787=)	John Berkley and family	£151m	£1m	Mobile homes and Property
802= (978=)	Peter Dubens	£151m	£31m	Internet and Finance
802= (787=)	Rupert Hambro and family	£151m	£1m	Finance
805= (787=)	Adele	£150m	No change	Music
805= (787=)	Angela Yeoman and family	£150m	No change	Aggregates
805= (787=)	Chris van der Kuyl	£150m	No change	Games
805= (972=)	Con Folkes and family	£150m	£29m	Property
805= (787=)	David Pyott	£150m	No change	Pharmaceuticals
805= (692=)	Fred Story and family	£150m	£24m	Construction
805= (787=)	Hermann Hauser	£150m	No change	Finance
805= (787=)	Irina Malandina	£150m	No change	Divorce
805= (978=)	Jake Shafran	£150m	£30m	Business services
805= (787=)	Jeremy Woolridge and family	£150m	No change	Metals
805= (787=)	John Frieda	£150m	No change	Hairdressing
805= (787=)	John Griffin and family	£150m	No change	Transport
805= (760=)	John Morphet	£150m	£5m	Caravan parks and Leisure
805= (787=)	Jonathan Thornton and family	£150m	No change	Pharmaceuticals
805= (787=)	Kirit and Meena Pathak	£150m	No change	Food
805= (787=)	Ozzy and Sharon Osbourne	£150m	No change	Music and Television
805= (787=)	Paddy Burns	£150m	No change	Games
805= (516=)	Rashid and Aziz Tayub and family	£150m	£86m	Discount stores and Property
805=	Stuart and Jonathan Seddon	£150m	New entry	Construction and Property
805= (787=)	The Duke of Beaufort	£150m	No change	Land and Art
825= (821=)	Chris and Gael Morling	£149m	No change	Internet
825= (871=)	Edelin Davis and family	£149m	£13m	Construction
825=	Harold Martin and family	£149m	New entry	Business services
825= (787=)	Julian and David Schild	£149m	£1m	Medical supplies
825= (787=)	Lochlann Quinn and family	£149m	£1m	Electrical goods
825= (821=)	The Earl of Pembroke	£149m	No change	Land and Art
831= (835=)	Alex Pusco	£148m	£3m	Financial services
831= (842)	Amanda and Benzie Walker and family	£148m	£4m	Timber
831= (542=)	Jeremy Pilkington and family	£148m	£72m	Equipment hire
831= (964=)	John Denholm and family	£148m	£25m	Shipping
835= (787=)	Nick Jones and Kirsty Young	£147m	£3m	Hospitality and Media
835= (628)	Tony Bramall and family	£147m	£49m	Car sales
837= (843=)	Gordon and Alan Turner	£146m	£4m	Industry
837= (787=)	Jonathan Little and family	£146m	£4m	Books
837= (835=)	The Duke of Rutland	£146m	£1m	Land and Art
840= (851=)	Daryl Foster	£145m	£5m	Transport
840= (787=)	Guy Harwood and family	£145m	£5m	Car sales and Horseracing
840= (945=)	Ian Read	£145m	£20m	Pharmaceuticals
840= (848=)	Jim Clarke and family	£145m	£4m	Energy
840= (843=)	Michael Walker and family	£145m	£3m	Flooring
840= (920=)	Trevor Fenwick	£145m	£17m	Business services
846= (959=)	Christopher Duncan	£144m	£20m	Household goods
846=	The Bailey family	£144m	New entry	Engineering
846= (964=)	Tony Westley and family	£144m	£21m	Aviation
849= (787=)	Dame Natalie Massenet	£143m	£7m	Fashion
849= (900=)	John and Stephen Rosefield	£143m	£13m	Property
851= (843=)	Bonamy Grimes and family	£142m	No change	Internet
851= (848=)	Bryan Glastonbury and family	£142m	£1m	Engineering services
851= (821=)	Duncan Davidson and family	£142m	£7m	Construction
851= (835=)	John Marston and family	£142m	£3m	Property and Hotels
851= (787=)	Rodney Cross and family	£142m	£8m	Industry
851= (756=)	Simon Moran	£142m	£15m	Music
857 (972=)	Richard Parsons	£141m	£20m	Revision guides
858= (787=)	Anthony Todd	£140m	£10m	Hedge fund
858=	Daren Whitaker	£140m	New entry	Construction
858= (900=)	Grahame Chilton	£140m	£10m	Insurance
858= (900=)	John Deacon	£140m	£10m	Music
858= (851=)	Judith and Fergus Wilson	£140m	No change	Property
858= (851=)	Lord Farmer	£140m	No change	Hedge fund
858= (900=)	Phil Collins	£140m	£10m	Music
858= (851=)	Richard Gnodde	£140m	No change	Finance
858= (828=)	Rupert Martin	£140m	£7m	Lighting
858= (851=)	Stelio Stefanou	£140m	No change	Business services
858= (945=)	The Urquhart family	£140m	£15m	Clothing and Drinks
858=	Tom Blomfield	£140m	New entry	Financial services
870= (851=)	Alexander Buchan and family	£139m	£1m	Fishing and Transport
870=	Andi and Andy Lothian	£139m	New entry	Business services
870= (864=)	Philip Noble and family	£139m	£1m	Leisure and Property
873=	Ben Francis	£138m	New entry	Sportswear
873= (900=)	Paul Rowley	£138m	£8m	Construction
873=	The Muirhead and Lang families	£138m	New entry	Industry
876= (884=)	Anthony Woodhouse and family	£137m	£3m	Hospitality and Brewing
876= (569=)	John Roberts	£137m	£73m	Internet retailing
876= (871=)	Jonathan Mould and family	£137m	£1m	Furniture
876= (344=)	Peter Simon and family	£137m	£250m	Fashion
876= (871=)	Richard Higham	£137m	£1m	Oil and Gas services
876= (864=)	Sir Alan Parker	£137m	£1m	Media
876= (876=)	Sir Anish Kapoor	£137m	£2m	Art
876= (867=)	Sir Clive Cowdery	£137m	No change	Insurance
876=	Wayne Godfrey and family	£137m	New entry	Food
876= (927=)	William Hughes	£137m	£10m	Care homes
886=	Brian McConville and family	£136m	New entry	Business services
886= (871=)	Mary Theresa Barry	£136m	No change	Finance
886= (972=)	Simon and Paul Upward	£136m	£15m	Property
886= (876=)	Wilf Corrigan	£136m	£1m	Computers
890= (920=)	Amanda, Susan and Lis Birrane and family	£135m	£7m	Motor racing and Property
